1	1.59
24	1.59
48	1.60
72	1.60
96	1.60
120	1.60
144	1.61
168	1.61
192	1.61
216	1.62
240	1.62
264	1.62
288	1.62
312	1.63
336	1.63
360	1.63
384	1.64
408	1.64
432	1.64
456	1.64
480	1.65
504	1.65
528	1.65
552	1.66
576	1.66
600	1.66
624	1.66
648	1.67
672	1.67
696	1.67
720	1.68
744	1.68
768	1.68
792	1.68
816	1.69
840	1.69
864	1.69
888	1.70
912	1.70
936	1.70
960	1.70
984	1.71
1008	1.71
1032	1.71
1056	1.72
1080	1.72
1104	1.72
1128	1.72
1152	1.73
1176	1.73
1200	1.73
1224	1.73
1248	1.74
1272	1.74
1296	1.74
1320	1.75
1344	1.75
1368	1.75
1392	1.75
1416	1.76
1440	1.76
1464	1.76
1488	1.77
1512	1.77
1536	1.77
1560	1.77
1584	1.78
1608	1.78
1632	1.78
1656	1.79
1680	1.79
1704	1.79
1728	1.79
1752	1.80
1776	1.80
1800	1.80
1824	1.81
1848	1.81
1872	1.81
1896	1.81
1920	1.82
1944	1.82
1968	1.82
1992	1.83
2016	1.83
2040	1.83
2064	1.83
2088	1.84
2112	1.84
2136	1.84
2160	1.85
2184	1.85
2208	1.85
2232	1.85
2256	1.86
2280	1.86
2304	1.86
2328	1.87
2352	1.87
2376	1.87
2400	1.87
2424	1.88
2448	1.88
2472	1.88
2496	1.88
2520	1.89
2544	1.89
2568	1.89
2592	1.90
2616	1.90
2640	1.90
2664	1.90
2688	1.91
2712	1.91
2736	1.91
2760	1.92
2784	1.92
2808	1.92
2832	1.92
2856	1.93
2880	1.93
2904	1.93
2928	1.94
2952	1.94
2976	1.94
3000	1.94
3024	1.95
3048	1.95
3072	1.95
3096	1.96
3120	1.96
3144	1.96
3168	1.96
3192	1.97
3216	1.97
3240	1.97
3264	1.98
3288	1.98
3312	1.98
3336	1.98
3360	1.99
3384	1.99
3408	1.99
3432	2.00
3456	2.00
3480	2.00
3504	2.00
3528	2.01
3552	2.01
3576	2.01
3600	2.02
3624	2.02
3648	2.02
3672	2.02
3696	2.03
3720	2.03
3744	2.03
3768	2.03
3792	2.04
3816	2.04
3840	2.04
3864	2.05
3888	2.05
3912	2.05
3936	2.05
3960	2.06
3984	2.06
4008	2.06
4032	2.07
4056	2.07
4080	2.07
4104	2.07
4128	2.08
4152	2.08
4176	2.08
4200	2.09
4224	2.09
4248	2.09
4272	2.09
4296	2.10
4320	2.10
4344	2.10
4368	2.09
4392	2.09
4416	2.08
4440	2.08
4464	2.08
4488	2.07
4512	2.07
4536	2.06
4560	2.06
4584	2.06
4608	2.05
4632	2.05
4656	2.05
4680	2.04
4704	2.04
4728	2.03
4752	2.03
4776	2.03
4800	2.02
4824	2.02
4848	2.01
4872	2.01
4896	2.01
4920	2.00
4944	2.00
4968	1.99
4992	1.99
5016	1.99
5040	1.98
5064	1.98
5088	1.97
5112	1.97
5136	1.97
5160	1.96
5184	1.96
5208	1.95
5232	1.95
5256	1.95
5280	1.94
5304	1.94
5328	1.94
5352	1.93
5376	1.93
5400	1.92
5424	1.92
5448	1.92
5472	1.91
5496	1.91
5520	1.90
5544	1.90
5568	1.90
5592	1.89
5616	1.89
5640	1.88
5664	1.88
5688	1.88
5712	1.87
5736	1.87
5760	1.86
5784	1.86
5808	1.86
5832	1.85
5856	1.85
5880	1.85
5904	1.84
5928	1.84
5952	1.83
5976	1.83
6000	1.83
6024	1.82
6048	1.82
6072	1.81
6096	1.81
6120	1.81
6144	1.80
6168	1.80
6192	1.79
6216	1.79
6240	1.79
6264	1.78
6288	1.78
6312	1.77
6336	1.77
6360	1.77
6384	1.76
6408	1.76
6432	1.75
6456	1.75
6480	1.75
6504	1.74
6528	1.74
6552	1.74
6576	1.73
6600	1.73
6624	1.72
6648	1.72
6672	1.72
6696	1.71
6720	1.71
6744	1.70
6768	1.70
6792	1.70
6816	1.69
6840	1.69
6864	1.68
6888	1.68
6912	1.68
6936	1.67
6960	1.67
6984	1.66
7008	1.66
7032	1.66
7056	1.65
7080	1.65
7104	1.65
7128	1.64
7152	1.64
7176	1.63
7200	1.63
7224	1.63
7248	1.62
7272	1.62
7296	1.61
7320	1.61
7344	1.61
7368	1.60
7392	1.60
7416	1.59
7440	1.59
7464	1.59
7488	1.58
7512	1.58
7536	1.57
7560	1.57
7584	1.57
7608	1.56
7632	1.56
7656	1.55
7680	1.55
7704	1.55
7728	1.54
7752	1.54
7776	1.54
7800	1.53
7824	1.53
7848	1.52
7872	1.52
7896	1.52
7920	1.51
7944	1.51
7968	1.50
7992	1.50
8016	1.50
8040	1.51
8064	1.51
8088	1.51
8112	1.51
8136	1.52
8160	1.52
8184	1.52
8208	1.53
8232	1.53
8256	1.53
8280	1.53
8304	1.54
8328	1.54
8352	1.54
8376	1.55
8400	1.55
8424	1.55
8448	1.55
8472	1.56
8496	1.56
8520	1.56
8544	1.57
8568	1.57
8592	1.57
8616	1.57
8640	1.58
8664	1.58
8688	1.58
8712	1.58
8736	1.59
