0.000	0.000	0.000	0.000	1.360	1.140	1.340	0.000	0.000	0.000
0.000	0.000	0.000	0.000	1.250	1.160	1.340	0.000	1.450	1.450
0.000	0.000	1.440	1.980	1.350	1.240	1.340	0.000	1.450	1.450
0.000	0.000	1.350	1.640	1.420	1.240	1.360	0.000	1.450	1.450
0.000	0.000	1.660	1.560	1.420	1.260	1.360	0.000	1.450	1.450
0.000	0.000	1.740	1.560	1.320	1.300	1.360	0.000	1.450	1.450
0.000	1.700	1.760	1.340	1.460	1.360	1.400	1.400	0.000	1.450
1.560	1.640	1.760	1.320	1.460	1.360	1.400	1.400	0.000	1.450
1.540	1.460	1.760	1.460	1.460	1.340	1.400	1.380	1.440	0.000
1.240	1.640	1.720	1.580	1.320	1.320	1.380	1.380	1.340	0.000
1.540	1.560	1.540	1.420	1.180	1.320	1.380	1.380	1.360	0.000
0.000	1.280	1.380	1.400	1.180	1.340	1.400	1.400	1.340	1.400
0.000	1.240	1.360	1.440	1.170	1.500	1.420	1.400	1.380	1.140
0.000	1.560	1.580	1.440	1.180	1.680	1.460	1.240	1.480	0.000
0.000	0.000	1.620	1.540	1.500	1.660	1.480	1.480	1.480	0.000
0.000	0.000	0.000	1.580	1.580	1.520	1.550	1.480	0.000	1.450
0.000	0.000	0.000	0.000	1.380	1.520	1.640	0.000	1.480	1.450
0.000	0.000	0.000	0.000	0.000	0.000	1.640	1.480	1.480	1.450

