0.000	0.000	0.000	0.000	4.000	5.000	2.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	4.000	5.000	2.000	0.000	0.050	0.050
0.000	0.000	0.550	3.500	0.800	5.000	2.000	0.000	0.050	0.050
0.000	0.000	1.500	3.000	1.000	5.000	5.000	0.000	0.050	0.050
0.000	0.000	1.500	2.500	1.500	5.000	5.000	0.000	0.050	0.050
0.000	0.000	0.800	2.500	2.000	5.000	5.000	0.000	0.050	0.050
0.000	0.750	0.900	2.500	2.000	5.000	5.000	3.500	0.000	0.050
0.750	0.600	0.500	1.500	4.000	5.000	5.000	2.000	0.000	0.050
2.500	0.700	0.700	1.500	4.000	5.000	5.000	3.000	1.000	0.000
1.200	0.100	0.400	2.500	4.000	5.000	8.000	2.000	1.000	0.000
3.600	0.300	0.300	10.000	4.000	5.000	10.000	2.000	0.300	0.000
0.000	3.200	0.600	25.000	5.000	5.000	25.000	2.000	0.300	0.300
0.000	2.500	12.000	65.000	5.000	5.000	25.000	3.000	3.000	8.000
0.000	55.000	25.000	75.000	10.000	6.000	20.000	3.000	5.000	0.000
0.000	0.000	43.500	110.000	35.000	10.000	40.000	3.000	3.000	0.000
0.000	0.000	0.000	50.000	180.000	25.000	100.000	4.000	0.000	0.050
0.000	0.000	0.000	0.000	80.000	50.000	100.000	0.000	3.000	0.050
0.000	0.000	0.000	0.000	0.000	0.000	110.000	2.000	3.000	0.050
