1	21000.000
24	21000.000
48	21000.000
72	21000.000
96	21000.000
120	21000.000
144	21000.000
168	21000.000
192	21000.000
216	21000.000
240	21000.000
264	21000.000
288	21000.000
312	21000.000
336	21000.000
360	21000.000
384	21000.000
408	21000.000
432	21000.000
456	21000.000
480	21000.000
504	21000.000
528	21000.000
552	21000.000
576	21000.000
600	21000.000
624	21000.000
648	21000.000
672	21000.000
696	21000.000
720	21000.000
744	21000.000
768	21000.000
792	21000.000
816	21000.000
840	21000.000
864	21000.000
888	21000.000
912	21000.000
936	21000.000
960	21000.000
984	21000.000
1008	21000.000
1032	21000.000
1056	21000.000
1080	21000.000
1104	21000.000
1128	21000.000
1152	21000.000
1176	21000.000
1200	21000.000
1224	21000.000
1248	30000.000
1272	30000.000
1296	30000.000
1320	30000.000
1344	30000.000
1368	30000.000
1392	30000.000
1416	30000.000
1440	30000.000
1464	30000.000
1488	30000.000
1512	30000.000
1536	30000.000
1560	30000.000
1584	30000.000
1608	30000.000
1632	30000.000
1656	30000.000
1680	30000.000
1704	30000.000
1728	30000.000
1752	30000.000
1776	30000.000
1800	30000.000
1824	30000.000
1848	30000.000
1872	32000.000
1896	32000.000
1920	32000.000
1944	32000.000
1968	32000.000
1992	32000.000
2016	32000.000
2040	32000.000
2064	32000.000
2088	32000.000
2112	32000.000
2136	32000.000
2160	32000.000
2184	32000.000
2208	32000.000
2232	32000.000
2256	32000.000
2280	32000.000
2304	32000.000
2328	32000.000
2352	32000.000
2376	32000.000
2400	32000.000
2424	32000.000
2448	32000.000
2472	32000.000
2496	32000.000
2520	32000.000
2544	32000.000
2568	32000.000
2592	32000.000
2616	32000.000
2640	32000.000
2664	32000.000
2688	32000.000
2712	31913.386
2736	31826.772
2760	31740.157
2784	31653.543
2808	31566.929
2832	31480.315
2856	31393.701
2880	31307.087
2904	31220.472
2928	31133.858
2952	31047.244
2976	30960.630
3000	30874.016
3024	30787.402
3048	30700.787
3072	30614.173
3096	30527.559
3120	30440.945
3144	30354.331
3168	30267.717
3192	30181.102
3216	30094.488
3240	30007.874
3264	29921.260
3288	29834.646
3312	29748.031
3336	29661.417
3360	29574.803
3384	29488.189
3408	29401.575
3432	29314.961
3456	29228.346
3480	29141.732
3504	29055.118
3528	28968.504
3552	28881.890
3576	28795.276
3600	28708.661
3624	28622.047
3648	28535.433
3672	28448.819
3696	28362.205
3720	28275.591
3744	28188.976
3768	28102.362
3792	28015.748
3816	27929.134
3840	27842.520
3864	27755.906
3888	27669.291
3912	27582.677
3936	27496.063
3960	27409.449
3984	27322.835
4008	27236.220
4032	27149.606
4056	27062.992
4080	26976.378
4104	26889.764
4128	26803.150
4152	26716.535
4176	26629.921
4200	26543.307
4224	26456.693
4248	26370.079
4272	26283.465
4296	26196.850
4320	26110.236
4344	26023.622
4368	25937.008
4392	25850.394
4416	25763.780
4440	25677.165
4464	25590.551
4488	25503.937
4512	25417.323
4536	25330.709
4560	25244.094
4584	25157.480
4608	25070.866
4632	24984.252
4656	24897.638
4680	24811.024
4704	24724.409
4728	24637.795
4752	24551.181
4776	24464.567
4800	24377.953
4824	24291.339
4848	24204.724
4872	24118.110
4896	24031.496
4920	23944.882
4944	23858.268
4968	23771.654
4992	23685.039
5016	23598.425
5040	23511.811
5064	23425.197
5088	23338.583
5112	23251.969
5136	23165.354
5160	23078.740
5184	22992.126
5208	22905.512
5232	22818.898
5256	22732.283
5280	22645.669
5304	22559.055
5328	22472.441
5352	22385.827
5376	22299.213
5400	22212.598
5424	22125.984
5448	22039.370
5472	21952.756
5496	21866.142
5520	21779.528
5544	21692.913
5568	21606.299
5592	21519.685
5616	21433.071
5640	21346.457
5664	21259.843
5688	21173.228
5712	21086.614
5736	21000.000
5760	21000.000
5784	21000.000
5808	21000.000
5832	21000.000
5856	21000.000
5880	21000.000
5904	21000.000
5928	21000.000
5952	21000.000
5976	21000.000
6000	21000.000
6024	21000.000
6048	21000.000
6072	21000.000
6096	21000.000
6120	21000.000
6144	21000.000
6168	21000.000
6192	21000.000
6216	21000.000
6240	21000.000
6264	21000.000
6288	21000.000
6312	21000.000
6336	21000.000
6360	21000.000
6384	21000.000
6408	21000.000
6432	21000.000
6456	21000.000
6480	21000.000
6504	21000.000
6528	21000.000
6552	21000.000
6576	21000.000
6600	21000.000
6624	21000.000
6648	21000.000
6672	21000.000
6696	21000.000
6720	21000.000
6744	21000.000
6768	21000.000
6792	21000.000
6816	21000.000
6840	21000.000
6864	21000.000
6888	21000.000
6912	21000.000
6936	21000.000
6960	21000.000
6984	21000.000
7008	21000.000
7032	21000.000
7056	21000.000
7080	21000.000
7104	21000.000
7128	21000.000
7152	21000.000
7176	21000.000
7200	21000.000
7224	21000.000
7248	21000.000
7272	21000.000
7296	21000.000
7320	21000.000
7344	21000.000
7368	21000.000
7392	21000.000
7416	21000.000
7440	21000.000
7464	21000.000
7488	21000.000
7512	21000.000
7536	21000.000
7560	21000.000
7584	21000.000
7608	21000.000
7632	21000.000
7656	21000.000
7680	21000.000
7704	21000.000
7728	21000.000
7752	21000.000
7776	21000.000
7800	21000.000
7824	21000.000
7848	21000.000
7872	21000.000
7896	21000.000
7920	21000.000
7944	21000.000
7968	21000.000
7992	21000.000
8016	21000.000
8040	21000.000
8064	21000.000
8088	21000.000
8112	21000.000
8136	21000.000
8160	21000.000
8184	21000.000
8208	21000.000
8232	21000.000
8256	21000.000
8280	21000.000
8304	21000.000
8328	21000.000
8352	21000.000
8376	21000.000
8400	21000.000
