0.000	0.000	0.000	0.000	2.040	4.780	3.180	0.000	0.000	0.000
0.000	0.000	0.000	0.000	3.120	2.430	3.220	0.000	2.043	2.043
0.000	0.000	2.460	0.390	2.500	3.190	3.730	0.000	2.043	2.043
0.000	0.000	2.540	2.460	1.610	2.120	2.630	0.000	2.043	2.043
0.000	0.000	1.750	2.210	3.920	3.500	3.080	0.000	2.043	2.043
0.000	0.000	1.815	2.410	3.910	3.535	3.160	0.000	2.043	2.043
0.000	1.433	1.880	2.150	2.680	3.400	4.120	2.190	0.000	2.043
0.308	0.985	0.790	2.470	2.200	2.620	3.170	1.605	0.000	2.043
0.478	2.441	0.732	1.955	2.200	2.240	3.170	1.020	1.020	0.000
1.037	2.172	1.350	1.440	2.415	3.390	2.410	1.560	0.925	0.000
1.122	3.590	1.470	1.070	1.730	2.390	2.245	2.100	0.830	0.000
0.000	1.910	1.590	1.860	2.150	2.440	2.460	2.790	2.790	2.270
0.000	0.230	2.870	1.706	1.360	0.210	2.795	2.225	2.228	2.230
0.000	2.437	2.700	2.429	2.170	2.650	3.130	1.660	1.485	0.000
0.000	0.000	1.718	2.622	1.620	0.697	0.730	1.310	1.310	0.000
0.000	0.000	0.000	2.032	0.610	1.258	1.215	1.263	0.000	2.277
0.000	0.000	0.000	0.000	2.151	1.979	1.654	0.000	2.277	2.277
0.000	0.000	0.000	0.000	0.000	0.000	1.235	1.756	2.277	2.277

