0.000	0.000	0.000	0.000	0.762	0.798	0.831	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.825	0.742	0.831	0.000	0.783	0.783
0.000	0.000	0.806	0.634	0.810	0.744	0.804	0.000	0.783	0.783
0.000	0.000	0.675	0.590	0.795	0.719	0.762	0.000	0.783	0.783
0.000	0.000	0.830	0.655	0.639	0.731	0.734	0.000	0.783	0.783
0.000	0.000	0.766	0.842	0.739	0.754	0.748	0.000	0.783	0.783
0.000	0.595	0.669	0.697	0.876	0.789	0.728	0.798	0.000	0.783
0.530	0.525	0.616	0.660	0.949	0.789	0.700	0.868	0.000	0.783
0.462	0.788	0.598	0.730	0.993	0.724	0.728	0.800	0.576	0.000
0.620	0.623	0.550	0.758	0.950	0.739	0.718	0.759	0.563	0.000
0.708	0.234	0.585	0.682	0.944	0.686	0.759	0.690	0.598	0.000
0.000	0.154	0.621	0.700	0.944	0.697	0.784	0.672	0.670	0.630
0.000	0.223	0.734	0.749	0.936	0.780	0.795	0.616	0.718	0.638
0.000	0.686	0.727	0.749	0.779	0.672	0.788	0.546	0.651	0.000
0.000	0.000	0.745	0.862	0.825	0.697	0.799	0.666	0.710	0.000
0.000	0.000	0.000	0.379	0.695	0.730	0.806	0.666	0.000	0.696
0.000	0.000	0.000	0.000	0.856	0.669	0.787	0.000	0.710	0.696
0.000	0.000	0.000	0.000	0.000	0.000	0.787	0.562	0.710	0.696

