0.000	0.000	0.000	0.000	0.831	0.965	0.806	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.708	0.831	0.781	0.000	0.508	0.508
0.000	0.000	0.314	0.408	0.562	0.670	0.693	0.000	0.508	0.508
0.000	0.000	0.651	0.608	0.601	0.590	0.600	0.000	0.508	0.508
0.000	0.000	0.648	0.596	0.707	0.616	0.644	0.000	0.508	0.508
0.000	0.000	0.612	0.639	0.680	0.603	0.691	0.000	0.508	0.508
0.000	0.571	0.608	0.625	0.572	0.603	0.681	0.629	0.000	0.508
0.468	0.498	0.594	0.596	0.572	0.603	0.622	0.558	0.000	0.508
0.480	0.504	0.580	0.568	0.572	0.598	0.622	0.496	0.619	0.000
0.474	0.608	0.605	0.551	0.554	0.598	0.622	0.398	0.571	0.000
0.473	0.551	0.547	0.585	0.581	0.616	0.642	0.398	0.564	0.000
0.000	0.624	0.525	0.474	0.581	0.630	0.605	0.392	0.493	0.464
0.000	0.604	0.578	0.465	0.581	0.795	0.568	0.392	0.486	0.464
0.000	0.588	0.578	0.608	0.596	0.672	0.540	0.392	0.490	0.000
0.000	0.000	0.560	0.638	0.627	0.560	0.511	0.438	0.641	0.000
0.000	0.000	0.000	0.672	0.564	0.502	0.490	0.438	0.000	0.203
0.000	0.000	0.000	0.000	0.238	0.227	0.435	0.000	0.203	0.203
0.000	0.000	0.000	0.000	0.000	0.000	0.435	0.584	0.203	0.203

