0.000	0.000	0.000	0.000	0.800	0.897	0.806	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.674	0.744	0.756	0.000	0.493	0.493
0.000	0.000	0.465	0.452	0.574	0.640	0.680	0.000	0.493	0.493
0.000	0.000	0.682	0.608	0.588	0.563	0.670	0.000	0.493	0.493
0.000	0.000	0.737	0.638	0.730	0.594	0.660	0.000	0.493	0.493
0.000	0.000	0.729	0.675	0.720	0.612	0.691	0.000	0.493	0.493
0.000	0.574	0.662	0.638	0.634	0.639	0.667	0.615	0.000	0.493
0.465	0.447	0.607	0.625	0.634	0.639	0.638	0.558	0.000	0.493
0.448	0.522	0.568	0.625	0.634	0.653	0.609	0.555	0.619	0.000
0.421	0.630	0.592	0.609	0.650	0.642	0.609	0.454	0.558	0.000
0.661	0.662	0.540	0.682	0.686	0.622	0.634	0.426	0.465	0.000
0.000	0.588	0.608	0.576	0.686	0.630	0.642	0.420	0.539	0.638
0.000	0.596	0.640	0.503	0.713	0.686	0.622	0.420	0.517	0.493
0.000	0.647	0.697	0.672	0.759	0.616	0.600	0.435	0.490	0.000
0.000	0.000	0.656	0.729	0.589	0.554	0.578	0.474	0.221	0.000
0.000	0.000	0.000	0.672	0.497	0.562	0.553	0.474	0.000	0.203
0.000	0.000	0.000	0.000	0.246	0.356	0.486	0.000	0.221	0.203
0.000	0.000	0.000	0.000	0.000	0.000	0.486	0.758	0.221	0.203

