0.000	0.000	0.000	0.000	0.780	0.878	0.806	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.672	0.750	0.756	0.000	0.508	0.508
0.000	0.000	0.392	0.422	0.562	0.640	0.680	0.000	0.508	0.508
0.000	0.000	0.682	0.608	0.588	0.563	0.670	0.000	0.508	0.508
0.000	0.000	0.707	0.622	0.738	0.594	0.607	0.000	0.508	0.508
0.000	0.000	0.702	0.666	0.675	0.612	0.691	0.000	0.508	0.508
0.000	0.572	0.648	0.642	0.598	0.630	0.672	0.617	0.000	0.508
0.459	0.452	0.594	0.596	0.598	0.630	0.613	0.558	0.000	0.508
0.448	0.463	0.580	0.568	0.598	0.634	0.613	0.496	0.619	0.000
0.395	0.609	0.605	0.580	0.605	0.634	0.622	0.398	0.564	0.000
0.598	0.622	0.547	0.616	0.634	0.605	0.642	0.398	0.512	0.000
0.000	0.584	0.558	0.544	0.634	0.675	0.613	0.392	0.524	0.493
0.000	0.605	0.578	0.456	0.634	0.675	0.600	0.392	0.486	0.464
0.000	0.618	0.627	0.632	0.672	0.620	0.600	0.392	0.490	0.000
0.000	0.000	0.608	0.698	0.585	0.570	0.578	0.438	0.204	0.000
0.000	0.000	0.000	0.672	0.496	0.555	0.530	0.438	0.000	0.203
0.000	0.000	0.000	0.000	0.259	0.281	0.474	0.000	0.204	0.203
0.000	0.000	0.000	0.000	0.000	0.000	0.474	0.584	0.204	0.203

