0.000	0.000	0.000	0.000	0.094	0.100	0.300	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.088	0.100	0.300	0.000	0.050	0.050
0.000	0.000	0.150	0.050	0.075	0.100	0.300	0.000	0.050	0.050
0.000	0.000	0.250	0.050	0.075	0.100	0.300	0.000	0.050	0.050
0.000	0.000	0.350	0.050	1.500	0.100	0.300	0.000	0.050	0.050
0.000	0.000	0.300	0.050	1.500	0.100	0.300	0.000	0.050	0.050
0.000	0.103	0.200	0.100	1.500	0.100	0.300	0.650	0.000	0.050
0.020	0.005	0.050	0.100	2.000	0.100	1.000	1.000	0.000	0.050
0.080	0.050	2.500	0.100	2.000	0.400	1.000	1.000	0.100	0.000
0.080	0.050	3.000	0.100	2.000	0.600	0.300	0.100	0.100	0.000
0.100	0.060	0.100	0.100	2.000	0.600	0.300	0.300	0.100	0.000
0.000	0.100	0.100	0.100	2.000	0.600	0.300	0.100	0.100	0.075
0.000	4.000	0.050	0.200	1.000	0.600	0.300	0.100	0.100	0.075
0.000	0.100	0.200	15.000	0.100	0.700	0.300	0.100	0.100	0.000
0.000	0.000	0.030	40.000	0.050	0.300	0.300	0.100	0.250	0.000
0.000	0.000	0.000	80.000	50.000	0.100	0.100	0.100	0.000	0.050
0.000	0.000	0.000	0.000	120.000	0.300	0.100	0.000	0.050	0.050
0.000	0.000	0.000	0.000	0.000	0.000	4.000	0.300	0.050	0.050
