0.000	0.000	0.000	0.000	0.100	0.010	0.100	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.010	0.010	0.010	0.000	0.000	0.000
0.000	0.000	0.010	0.010	0.010	0.010	0.010	0.000	0.000	0.000
0.000	0.000	0.010	0.010	0.010	0.010	0.100	0.000	0.100	0.100
0.000	0.000	0.100	0.010	0.010	0.010	0.010	0.000	0.100	0.100
0.000	0.000	0.100	0.010	0.010	0.010	0.010	0.000	0.000	0.100
0.000	0.100	0.010	0.010	0.010	0.010	0.010	0.100	0.000	0.100
0.100	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.000	0.100
0.100	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.100	0.000
0.100	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.000
0.100	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.000
0.000	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010
0.000	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010
0.000	0.100	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.000
0.000	0.000	0.100	0.010	0.010	0.010	0.010	0.010	0.010	0.000
0.000	0.000	0.000	0.100	0.010	0.010	0.010	0.010	0.000	0.010
0.000	0.000	0.000	0.000	0.010	0.010	0.010	0.000	0.010	0.010
0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.010	0.010	0.010
